GlobalId,Name,Pset_PCL.PCL ID,Pset_SmartPlant 3D.Description,Pset_SmartPlant 3D.Location,X,Y,Z,Voxel
0g5WKJOTH3kBfBxOkmXELF,Insulation Volume,77fa2458-3235-410c-a184-20f7232d43b9,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 128468 mm          N 309463 mm          EL+ 1794 mm,128.468,309.463,1.794,"Vx(3,6,1)"
32TiPweiH1Cw0Ua879YMsA,Geometry,cf451f2c-ca9a-47ec-bb15-d2789fb8ed69,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 128468 mm          N 312794 mm          EL+ 3644 mm,128.468,312.794,3.644,"Vx(3,7,1)"
1UNkiS1Uv5dhLpUYT3XsOA,Insulation Volume,ab6f8a99-23b5-46c7-87b2-b69e25174f70,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 128468 mm          N 312794 mm          EL+ 3644 mm,128.468,312.794,3.644,"Vx(3,7,1)"
28YRWIZnH1a8YQ5SHo7pdK,Geometry,c2378ff5-c781-4e61-adef-c3e045da2cae,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 128468 mm          N 310625 mm          EL+ 1794 mm,128.468,310.625,1.794,"Vx(3,6,1)"
1rp3WhS993ChDrF8$iw7Lm,Insulation Volume,5175aee5-b78c-4948-8225-2f2950e3b9e7,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 128468 mm          N 310625 mm          EL+ 1794 mm,128.468,310.625,1.794,"Vx(3,6,1)"
0YQhhMe4H8u9vLBMJqUQto,101-PSV-1836,fca600c5-12f8-4204-a11f-0375b2ac6c20,SEE INSTRUMENT SUMMARY,E 136810 mm          N 312185 mm          EL+ 3386 mm,136.81,312.185,3.386,"Vx(4,6,1)"
0eU28JDmj1rODitg51EEY9,Concentric Size Change-15241,fc832d22-9025-4f79-8042-52def478cc73,"Concentric reducer, 200 mm x 150 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136810 mm          N 312185 mm          EL+ 2977 mm,136.81,312.185,2.977,"Vx(4,6,1)"
2rq5$KMGH5evQkAYXDIBs8,Flange-62932,2d8e4916-e83b-407c-a2f1-6e2ff533a231,"Weld neck flange, 150 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 136810 mm          N 312185 mm          EL+ 3141 mm,136.81,312.185,3.141,"Vx(4,6,1)"
3rHbnsn7DAQvj8gwObhx7u,90 Degree Direction Change-101021,a08b9246-7096-40de-87fb-7241c39ef193,"90o elbow, 200 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 133017 mm          N 312185 mm          EL+ 2585 mm,133.017,312.185,2.585,"Vx(4,6,1)"
17Bz7RzFH7nAnsbSY8bMvO,90 Degree Direction Change-55181,202bb6aa-e5fd-4031-a0d8-7e4092431a67,"90o elbow, 200 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136810 mm          N 312185 mm          EL+ 2585 mm,136.81,312.185,2.585,"Vx(4,6,1)"
07C$NpV917sxgU9UtOMoBg,90 Degree Direction Change-98321,caa93bde-94ef-4279-aa5e-22b9e48bf357,"90o elbow, 200 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 133017 mm          N 312794 mm          EL+ 2585 mm,133.017,312.794,2.585,"Vx(4,7,1)"
0QRjiQyl5Emgug$eGzQrwX,Pipe,c8e11eb2-4b95-4ac7-bb07-63a7ebbf93ef,"Pipe stock, 200 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 134914 mm          N 312185 mm          EL+ 2585 mm,134.914,312.185,2.585,"Vx(4,6,1)"
2sBrCrtnT88A_q1MplAwnS,Pipe,4345f8d2-1c90-43c1-8837-078fc55bf888,"Pipe stock, 200 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 133017 mm          N 312794 mm          EL+ 2169 mm,133.017,312.794,2.169,"Vx(4,7,1)"
3yoDiSQSL6DhLA6f4KB$su,Geometry,4c197432-677e-42ec-9dfc-1d1f4514544a,"WeldoletÃÂ®, reducing, 750 mm x 200 mm, BE, MSS SP-97, ASTM A350-LF2",E 133017 mm          N 312794 mm          EL+ 1607 mm,133.017,312.794,1.607,"Vx(4,7,1)"
0ujeJcvGn5kuPrQBAQjJ45,Insulation Volume,da4ad899-0cc9-454b-b7ee-4eac88e3eeeb,"WeldoletÃÂ®, reducing, 750 mm x 200 mm, BE, MSS SP-97, ASTM A350-LF2",E 133017 mm          N 312794 mm          EL+ 1607 mm,133.017,312.794,1.607,"Vx(4,7,1)"
2XZL2yYgz39f$RXxVS6Okf,Geometry,b36fa2bc-8f05-4219-878a-0129432b2352,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131896 mm          N 311473 mm          EL+ 6856 mm,131.896,311.473,6.856,"Vx(4,6,2)"
1xMt27T8z9WQnabY8nsXJV,Insulation Volume,f28c1663-c425-4b1a-9d41-d6deeb35daef,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131896 mm          N 311473 mm          EL+ 6856 mm,131.896,311.473,6.856,"Vx(4,6,2)"
3KgeBQO_nBc9AbADHUZWrg,Geometry,04aad7c9-b2a4-41d7-840c-911164695cd5,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 133110 mm          N 309370 mm          EL+ 6856 mm,133.11,309.37,6.856,"Vx(4,6,2)"
2HO8PGO95AoxUBFvrJjmos,Insulation Volume,3f435795-2115-47e9-b4fa-a872eb832b4c,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 133110 mm          N 309370 mm          EL+ 6856 mm,133.11,309.37,6.856,"Vx(4,6,2)"
1vD0RIiSv3gRlM7Gdl5TU2,Geometry,23caec61-17e1-4fde-8b8f-963267eb28c5,"Weld neck flange, 600 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 133110 mm          N 309370 mm          EL+ 4672 mm,133.11,309.37,4.672,"Vx(4,6,2)"
1sKGqUJ_9DivDFlr6OCglB,Insulation Volume,6337c704-1d65-4cc4-a4d4-80e62e3f91d6,"Weld neck flange, 600 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 133110 mm          N 309370 mm          EL+ 4672 mm,133.11,309.37,4.672,"Vx(4,6,2)"
28syqP2YzAbvh41IOcq7Pg,Geometry,bb622535-80ac-4e4e-bdc0-e571934a5c0e,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 131896 mm          N 311473 mm          EL+ 4041 mm,131.896,311.473,4.041,"Vx(4,6,2)"
0xxGJjDOPDgeMufZzXvknK,Insulation Volume,12964baf-8823-4c2d-b318-e2c9088d5248,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 131896 mm          N 311473 mm          EL+ 4041 mm,131.896,311.473,4.041,"Vx(4,6,2)"
1Xsi9i8LHCAvvF26ALnF11,Geometry,84a09fb0-aaf2-4869-bd41-6cc008184212,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 133110 mm          N 309370 mm          EL+ 5382 mm,133.11,309.37,5.382,"Vx(4,6,2)"
3VALNfpsXD8uk6AAYuRHrs,Insulation Volume,aa53d250-2d5c-4f3e-b11a-00f52c340dcf,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 133110 mm          N 309370 mm          EL+ 5382 mm,133.11,309.37,5.382,"Vx(4,6,2)"
2q3IVj24fD5OUZiNoYfx7Y,Geometry,e3e9aa2f-6014-4fc3-badc-e150e6d4cbf8,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 132503 mm          N 310422 mm          EL+ 6856 mm,132.503,310.422,6.856,"Vx(4,6,2)"
3OPKmB9bb2DAJ7aqi2wbp$,Insulation Volume,cca7a5e6-8b6c-4767-b820-dbcd4088db99,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 132503 mm          N 310422 mm          EL+ 6856 mm,132.503,310.422,6.856,"Vx(4,6,2)"
0TLpZXjG9BP8iRsWJxrOf2,Geometry,83d4bf83-fd71-4dc9-aea5-3eb947ef3610,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137224 mm          N 311473 mm          EL+ 6856 mm,137.224,311.473,6.856,"Vx(4,6,2)"
2f0xnd1N553wvxqlDQ6c7i,Insulation Volume,db535b93-4715-41b9-a24a-5e55febabd25,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137224 mm          N 311473 mm          EL+ 6856 mm,137.224,311.473,6.856,"Vx(4,6,2)"
1$ZjbWzhjApAg1WFjG9L28,Geometry,899e762a-8238-46a7-925a-5160a6daddb7,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136010 mm          N 309370 mm          EL+ 6856 mm,136.01,309.37,6.856,"Vx(4,6,2)"
1m0xu4P2T0PBVoJg6MZe$c,Insulation Volume,2b4effde-49f5-4613-af0b-dc81e14f5e06,"90o elbow, 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136010 mm          N 309370 mm          EL+ 6856 mm,136.01,309.37,6.856,"Vx(4,6,2)"
1tiWWdn3n1XPwqERK17lxp,Geometry,861b596e-a8c2-4d86-8643-d2266cb34e65,"Weld neck flange, 600 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 136010 mm          N 309370 mm          EL+ 4672 mm,136.01,309.37,4.672,"Vx(4,6,2)"
0GtyfaQPv3vwHEnOuOYNkU,Insulation Volume,c15bb5cd-ecc4-40a3-acb5-9f42198c7914,"Weld neck flange, 600 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 136010 mm          N 309370 mm          EL+ 4672 mm,136.01,309.37,4.672,"Vx(4,6,2)"
17COrl7KP3YxucZZdD6DNh,Geometry,a679680c-d47a-4daf-a678-b078cb14bb03,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 136617 mm          N 310422 mm          EL+ 6856 mm,136.617,310.422,6.856,"Vx(4,6,2)"
1DzCoWFDv9sRIMVhjklZxM,Insulation Volume,edf52aca-a0b4-4fd1-98e2-814a5844845d,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 136617 mm          N 310422 mm          EL+ 6856 mm,136.617,310.422,6.856,"Vx(4,6,2)"
15YJ8VKov48QTFxcEc$j10,Geometry,73a1d569-e37e-4c67-891e-01e04dc04604,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 136010 mm          N 309370 mm          EL+ 5382 mm,136.01,309.37,5.382,"Vx(4,6,2)"
0iefNLS0DE$9HnCobWIVjS,Insulation Volume,3e128805-f1e7-42c9-8cdc-b255fffed967,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 136010 mm          N 309370 mm          EL+ 5382 mm,136.01,309.37,5.382,"Vx(4,6,2)"
0z2E0dTaDEygrewFO8$utH,Geometry,604cac68-2f8b-4616-bb68-eb4061893b70,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 137224 mm          N 311473 mm          EL+ 4041 mm,137.224,311.473,4.041,"Vx(4,6,2)"
03VbtTjU166ek_QQL0Y7jM,Insulation Volume,93c3549f-f50a-4ade-954d-b1c1f3e6689f,"Pipe stock, 600 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 137224 mm          N 311473 mm          EL+ 4041 mm,137.224,311.473,4.041,"Vx(4,6,2)"
36hFPkKafBXAea6T0QJ0iN,Geometry,f57d11bc-d156-4bef-b7b8-1991e64e2a64,"Cap, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131337 mm          N 311473 mm          EL+ 1607 mm,131.337,311.473,1.607,"Vx(4,6,1)"
3rdzUuMujEXBp69ejSudb5,Insulation Volume,4fffca9a-a47d-4cb0-b233-aad8f20c1bdb,"Cap, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131337 mm          N 311473 mm          EL+ 1607 mm,131.337,311.473,1.607,"Vx(4,6,1)"
05fZ__GHD0bQ5fYXo811pJ,Geometry,06a4e019-cafc-41d0-97c0-58898e063ee7,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 133228 mm          N 311473 mm          EL+ 1607 mm,133.228,311.473,1.607,"Vx(4,6,1)"
0RDkgbJAP9Bx2KQLWs4cyJ,Insulation Volume,7a518c6b-31b5-4e2e-8dbc-bb7c783e276a,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 133228 mm          N 311473 mm          EL+ 1607 mm,133.228,311.473,1.607,"Vx(4,6,1)"
24KRp6Tu152hgsE6iSgB0W,Geometry,1b86a445-229d-4777-8113-ba806a9fd25f,"Tee, reducing branch, 750 mm x 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131896 mm          N 311473 mm          EL+ 1607 mm,131.896,311.473,1.607,"Vx(4,6,1)"
2nlvbyrRn0pg7bd5_myOrv,Insulation Volume,dcafaab5-4eef-426b-9844-807988dd35de,"Tee, reducing branch, 750 mm x 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131896 mm          N 311473 mm          EL+ 1607 mm,131.896,311.473,1.607,"Vx(4,6,1)"
2gCqtXaTD9FuJS8rum1H0G,Geometry,bcfef358-654d-4723-92ce-aadeb53a96aa,"90o elbow, 750 mm, BE, 4WPI-EW90001, ASTM A420-WPL6",E 134560 mm          N 312794 mm          EL+ 1607 mm,134.56,312.794,1.607,"Vx(4,7,1)"
26aw177rr97ga9Y0xXYtbO,Insulation Volume,a79b91a1-b9d4-45aa-bb91-4961cb83ab46,"90o elbow, 750 mm, BE, 4WPI-EW90001, ASTM A420-WPL6",E 134560 mm          N 312794 mm          EL+ 1607 mm,134.56,312.794,1.607,"Vx(4,7,1)"
2wjfzb1oHC$gVSmYxR9CSF,Geometry,f435a61a-3414-4871-8d21-d73aa3b18825,"Cap, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137783 mm          N 311473 mm          EL+ 1607 mm,137.783,311.473,1.607,"Vx(4,6,1)"
2YCREIlMrA3eKLQcOO90Bt,Insulation Volume,2d69a959-e4da-416b-85cf-6ddcbadc0df0,"Cap, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137783 mm          N 311473 mm          EL+ 1607 mm,137.783,311.473,1.607,"Vx(4,6,1)"
3UzQc8CCD5OuJOZBeGs1Tr,Geometry,6440b9fb-ba4b-410c-a836-e78131372833,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 135892 mm          N 311473 mm          EL+ 1607 mm,135.892,311.473,1.607,"Vx(4,6,1)"
1tLaY0dzD7GPKMjrCz$h8Y,Insulation Volume,e177e491-2e3a-4acc-be55-e6052171220a,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 135892 mm          N 311473 mm          EL+ 1607 mm,135.892,311.473,1.607,"Vx(4,6,1)"
0$yexsL_zFKw83f5hEzxMx,Geometry,163e6a11-3b9b-4e64-a463-78c15fe057b7,"Tee, reducing branch, 750 mm x 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137224 mm          N 311473 mm          EL+ 1607 mm,137.224,311.473,1.607,"Vx(4,6,1)"
082pdVVcPCkeSqpzsENir9,Insulation Volume,6af3bf93-75fd-44ba-b95c-4eb14def823d,"Tee, reducing branch, 750 mm x 600 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137224 mm          N 311473 mm          EL+ 1607 mm,137.224,311.473,1.607,"Vx(4,6,1)"
2xwHv7cXbEChG_RD0wsJ5M,Geometry,dd611ceb-1ae4-425d-a9e2-f3352e1fd748,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 134560 mm          N 311473 mm          EL+ 1607 mm,134.56,311.473,1.607,"Vx(4,6,1)"
2wxHW7FrXCoerQDRvFjnKR,Insulation Volume,43676e99-474d-4ea5-88d0-619ab038c439,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 134560 mm          N 311473 mm          EL+ 1607 mm,134.56,311.473,1.607,"Vx(4,6,1)"
1aDmvqQBTBDhcjcKwXY6QX,Geometry,64e72fb0-6942-4c75-805a-6132002784cb,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 126766 mm          N 312794 mm          EL+ 4910 mm,126.766,312.794,4.91,"Vx(3,7,2)"
0JwhTEuWv0RBARrS6Z47s6,Insulation Volume,388816e6-cd7b-4593-bea8-1a481e98c91c,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 126766 mm          N 312794 mm          EL+ 4910 mm,126.766,312.794,4.91,"Vx(3,7,2)"
3mOQ9Kgqf5XfyhXshyfP0Z,Geometry,4333a3e1-4b10-4d44-8d87-55a4e20b55d4,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131379 mm          N 312794 mm          EL+ 4910 mm,131.379,312.794,4.91,"Vx(4,7,2)"
28h$2wSJvBnwrdj36XhKv0,Insulation Volume,709f77de-15b0-416c-ac5c-c517e487811b,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131379 mm          N 312794 mm          EL+ 4910 mm,131.379,312.794,4.91,"Vx(4,7,2)"
0KKD8RfEv6B90741q9RKpi,Geometry,c9f4ea8e-5a03-420d-b1eb-6a7914b5c599,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 131379 mm          N 312794 mm          EL+ 3258 mm,131.379,312.794,3.258,"Vx(4,7,1)"
2J8O3rQeL4XhKqP0TMAiDp,Insulation Volume,35c066d5-b78b-4606-b610-efbd55a404da,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 131379 mm          N 312794 mm          EL+ 3258 mm,131.379,312.794,3.258,"Vx(4,7,1)"
2xkCqhjODDduFameH273NX,Geometry,6c78f168-1d36-4b5d-8685-91bbae697aa0,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 129631 mm          N 312794 mm          EL+ 4910 mm,129.631,312.794,4.91,"Vx(3,7,2)"
1OYHPmC7f8sPnr3EFjudwb,Insulation Volume,428bfe3d-ae28-4849-8d59-cf8954bec69b,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 129631 mm          N 312794 mm          EL+ 4910 mm,129.631,312.794,4.91,"Vx(3,7,2)"
2w38t$W5z8YRwsQKnuy7dt,Geometry,60960498-aed9-4482-a905-9d72f2348a54,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 128468 mm          N 312794 mm          EL+ 4910 mm,128.468,312.794,4.91,"Vx(3,7,2)"
1k6Yz18tn4QuQRXdvB0uAL,Insulation Volume,b23a883f-dcdd-4c06-a9ae-19500324132d,"Tee, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 128468 mm          N 312794 mm          EL+ 4910 mm,128.468,312.794,4.91,"Vx(3,7,2)"
0nYCPVFl10dQrowdP41KHQ,Geometry,01980d95-58a3-4d4b-94a7-58de7cae4274,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131379 mm          N 312794 mm          EL+ 1607 mm,131.379,312.794,1.607,"Vx(4,7,1)"
1x6AxRuAjApAuoiK5kAF05,Insulation Volume,c7b29220-39d0-4c40-8e34-b51e470c885a,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 131379 mm          N 312794 mm          EL+ 1607 mm,131.379,312.794,1.607,"Vx(4,7,1)"
2Kbz7dIPb3sQnAoesU4iqh,Geometry,fce27ca1-6614-44a7-8c5f-fcc876d47e5e,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 133017 mm          N 312794 mm          EL+ 1607 mm,133.017,312.794,1.607,"Vx(4,7,1)"
2VpW0RR7b12xUQmsdoEtTv,Insulation Volume,78fbb2e8-db53-4502-bf4c-d6d97b3531c3,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 133017 mm          N 312794 mm          EL+ 1607 mm,133.017,312.794,1.607,"Vx(4,7,1)"
1pI9YuUBf9mgEkk6zwdj3l,Pipe,634268e1-ab0d-4852-9f0e-26d2b0ea28f9,"Pipe stock, 500 mm, BE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 131379 mm          N 312794 mm          EL+ 1098 mm,131.379,312.794,1.098,"Vx(4,7,1)"
2w4s4VZ5DBCvcc_$Ogg1eT,Flange-65221,1d4f6f64-920e-4b07-960a-111cd8276abe,"Weld neck flange, 200 mm, RFFE/BE, Class 150, ASME-B16.5, ASTM A350-LF2",E 136810 mm          N 312430 mm          EL+ 3386 mm,136.81,312.43,3.386,"Vx(4,6,1)"
2oSn9lruLFIByNwJVLZp3s,45 Degree Direction Change-28051,3aedd0fe-c1fa-48d0-805c-5433abbf31e9,"45o elbow, 350 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136810 mm          N 315297 mm          EL+ 3317 mm,136.81,315.297,3.317,"Vx(4,7,1)"
3vw$dibMr0zgaOUgGegoNe,Eccentric Size Change-14055,da211855-ca4c-4a00-8be7-e50080ea3b93,"Eccentric reducer, 350 mm x 200 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 136810 mm          N 312696 mm          EL+ 3351 mm,136.81,312.696,3.351,"Vx(4,7,1)"
36xrHtAYzCZ9cxn2Cbb7DG,Pipe,ae4050c1-e0fe-44ad-ab98-0d1c8d57c26a,"Pipe stock, 350 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 136810 mm          N 313968 mm          EL+ 3317 mm,136.81,313.968,3.317,"Vx(4,7,1)"
2ln_KwPk55NgM20AwfrPdH,Pipe,33679fba-c30a-4fbd-bdff-6713996c76af,"Pipe stock, 350 mm, PE, S-STD, ASME-B36.10M, ASTM A333-6, Seamless",E 137139 mm          N 315626 mm          EL+ 3317 mm,137.139,315.626,3.317,"Vx(4,7,1)"
3nQqHIDEP7W9zKui6JWpOf,PSV-1836,ec972a07-ea81-4e52-afbf-39826b7b7cf7,VENT PLUME ITEM,E 137310 mm          N 315797 mm          EL+ 3317 mm,137.31,315.797,3.317,"Vx(4,7,1)"
17z5a50Rj0mv3h446OzZZL,Geometry,e36b3317-a3b8-4bcb-9862-2a422853a3f8,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 153666 mm          N 291705 mm          EL+ 7597 mm,153.666,291.705,7.597,"Vx(6,4,2)"
2sIUFXVz1DxPJ2RQ_nU9Il,Insulation Volume,dc43b75d-2a8f-4095-810d-ed6c704c37ea,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 153666 mm          N 291705 mm          EL+ 7597 mm,153.666,291.705,7.597,"Vx(6,4,2)"
1xHRD9DTHAtfKZiIeUY3_v,Geometry,893a1e38-889c-4075-ac2e-072a406d39f3,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 153666 mm          N 291705 mm          EL+ 9883 mm,153.666,291.705,9.883,"Vx(6,4,2)"
2eA4t0cwDDRP6Y9G$AijEF,Insulation Volume,3e3933b9-7d0a-4a46-b559-cb3d98f112e5,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 153666 mm          N 291705 mm          EL+ 9883 mm,153.666,291.705,9.883,"Vx(6,4,2)"
2RoXQX1pv0r8IX6voZXsat,Geometry,4bfbb797-8396-49eb-bb1e-db04fde87dff,"Concentric reducer, 900 mm x 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 146358 mm          N 291705 mm          EL+ 7597 mm,146.358,291.705,7.597,"Vx(5,4,2)"
3KATcy34f1HhFs0PnSI_xT,Insulation Volume,da591e1f-2090-44de-8809-e1e26a9b8c0d,"Concentric reducer, 900 mm x 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 146358 mm          N 291705 mm          EL+ 7597 mm,146.358,291.705,7.597,"Vx(5,4,2)"
185MIie4D1CghQFhaTsGoo,Geometry,9f7abfb5-3365-4241-9462-6dc0b629a3aa,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 153666 mm          N 294463 mm          EL+ 9883 mm,153.666,294.463,9.883,"Vx(6,5,2)"
3a51wGeW5AjBDowKeyEpat,Insulation Volume,f6665b95-be8a-4512-bc5a-70ea94716b16,"Weld neck flange, 750 mm, RFFE/BE, Class 150, ASME B16.47 Series A, ASTM A350-LF2",E 153666 mm          N 294463 mm          EL+ 9883 mm,153.666,294.463,9.883,"Vx(6,5,2)"
0uG4a3gjb4ivMhZF3IzKrG,Geometry,004385e2-005d-46e5-ad53-28b352f61141,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 153666 mm          N 293332 mm          EL+ 9883 mm,153.666,293.332,9.883,"Vx(6,5,2)"
0Qc7FEbU9AkhZLhGS7yQpg,Insulation Volume,cd0f58ad-8fe1-4acd-bd2a-c94663d088bd,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 153666 mm          N 293332 mm          EL+ 9883 mm,153.666,293.332,9.883,"Vx(6,5,2)"
399gLJxiDFJ8wTyLaala0P,Geometry,ae77e1c9-8dbe-4a75-a49c-1437de579a64,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 147771 mm          N 291705 mm          EL+ 7597 mm,147.771,291.705,7.597,"Vx(5,4,2)"
0rrwj6b5fBpuaRIR0zxVNT,Insulation Volume,1dfba689-5528-4e05-98a5-d301f0117455,"Pipe stock, 750 mm, BE, S-STD, ASME-B36.10M, ASTM A671 Grade CC60 Class 32, Electric fusion welded, longitudinal seam, 100% joint quality",E 147771 mm          N 291705 mm          EL+ 7597 mm,147.771,291.705,7.597,"Vx(5,4,2)"
3Iij83xbPCmeQdqfm3GNnR,Geometry,3f96aa36-dfc1-49d1-a94a-964677933439,"90o elbow, 750 mm, BE, ASME-B16.9, ASTM A420-WPL6",E 137094 mm          N 291705 mm          EL+ 7597 mm,137.094,291.705,7.597,"Vx(4,4,2)"
